specimen,tooth_class,num_amtl,sockets,prop_lost,age,prob_male,genus,pop
HTB1726,Anterior,5,12,0.416666666666667,25.6120692,0,Pan,Ebolwa
HTB1726,Posterior,0,12,0,25.6120692,0,Pan,Ebolwa
HTB1726,Premolar,0,8,0,25.6120692,0,Pan,Ebolwa
HTB1735,Anterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB1735,Posterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB1735,Premolar,0,8,0,18.9460831,0,Pan,Ebolwa
HTB1737,Anterior,0,12,0,27.8297635,0,Pan,Ebolwa
HTB1737,Posterior,0,9,0,27.8297635,0,Pan,Ebolwa
HTB1737,Premolar,0,7,0,27.8297635,0,Pan,Ebolwa
HTB1738,Anterior,0,12,0,19.4686525,0,Pan,Ebolwa
HTB1738,Posterior,0,12,0,19.4686525,0,Pan,Ebolwa
HTB1738,Premolar,0,8,0,19.4686525,0,Pan,Ebolwa
HTB1739,Anterior,0,12,0,21.0363609,0,Pan,Ebolwa
HTB1739,Posterior,0,12,0,21.0363609,0,Pan,Ebolwa
HTB1739,Premolar,0,8,0,21.0363609,0,Pan,Ebolwa
HTB1741,Anterior,0,12,0,28.352333,0,Pan,Ebolwa
HTB1741,Posterior,0,12,0,28.352333,0,Pan,Ebolwa
HTB1741,Premolar,0,8,0,28.352333,0,Pan,Ebolwa
HTB1744,Anterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB1744,Posterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB1744,Premolar,0,8,0,19.991222,0,Pan,Ebolwa
HTB1745,Anterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB1745,Posterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB1745,Premolar,0,8,0,18.9460831,0,Pan,Ebolwa
HTB1748,Anterior,1,12,0.083333333333333,33.5780273,0,Pan,Ebolwa
HTB1748,Posterior,4,11,0.363636363636364,33.5780273,0,Pan,Ebolwa
HTB1748,Premolar,0,8,0,33.5780273,0,Pan,Ebolwa
HTB1758,Anterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB1758,Posterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB1758,Premolar,0,8,0,19.991222,0,Pan,Ebolwa
HTB1768,Anterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB1768,Posterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB1768,Premolar,0,8,0,19.991222,0,Pan,Ebolwa
HTB1775,Anterior,1,11,0.090909090909091,26.1346386,0,Pan,French Cameroons
HTB1775,Posterior,0,12,0,26.1346386,0,Pan,French Cameroons
HTB1775,Premolar,0,7,0,26.1346386,0,Pan,French Cameroons
HTB1791,Anterior,0,12,0,21.5589303,0,Pan,Ebolwa
HTB1791,Posterior,0,12,0,21.5589303,0,Pan,Ebolwa
HTB1791,Premolar,0,8,0,21.5589303,0,Pan,Ebolwa
HTB1882,Anterior,0,12,0,17.3783748,0,Pan,Ebolwa
HTB1882,Posterior,0,12,0,17.3783748,0,Pan,Ebolwa
HTB1882,Premolar,0,8,0,17.3783748,0,Pan,Ebolwa
HTB1888,Anterior,0,12,0,28.352333,0,Pan,French Cameroons
HTB1888,Posterior,0,12,0,28.352333,0,Pan,French Cameroons
HTB1888,Premolar,0,8,0,28.352333,0,Pan,French Cameroons
HTB1889,Anterior,0,12,0,29.1361871,0,Pan,French Cameroons
HTB1889,Posterior,0,12,0,29.1361871,0,Pan,French Cameroons
HTB1889,Premolar,0,8,0,29.1361871,0,Pan,French Cameroons
HTB1890,Anterior,0,12,0,20.5137914,0,Pan,French Cameroons
HTB1890,Posterior,0,12,0,20.5137914,0,Pan,French Cameroons
HTB1890,Premolar,0,8,0,20.5137914,0,Pan,French Cameroons
HTB1903,Anterior,0,12,0,22.0814997,0,Pan,French Cameroons
HTB1903,Posterior,0,12,0,22.0814997,0,Pan,French Cameroons
HTB1903,Premolar,0,8,0,22.0814997,0,Pan,French Cameroons
HTB1956,Anterior,0,12,0,29.9200413,0,Pan,French Cameroons
HTB1956,Posterior,0,12,0,29.9200413,0,Pan,French Cameroons
HTB1956,Premolar,0,8,0,29.9200413,0,Pan,French Cameroons
HTB1957,Anterior,0,12,0,23.5217914,0,Pan,French Cameroons
HTB1957,Posterior,6,12,0.5,23.5217914,0,Pan,French Cameroons
HTB1957,Premolar,3,8,0.375,23.5217914,0,Pan,French Cameroons
HTB1958,Anterior,1,12,0.083333333333333,32.010319,0,Pan,French Cameroons
HTB1958,Posterior,0,12,0,32.010319,0,Pan,French Cameroons
HTB1958,Premolar,0,8,0,32.010319,0,Pan,French Cameroons
HTB1959,Anterior,0,12,0,28.352333,0,Pan,French Cameroons
HTB1959,Posterior,0,12,0,28.352333,0,Pan,French Cameroons
HTB1959,Premolar,0,8,0,28.352333,0,Pan,French Cameroons
HTB2001,Anterior,0,12,0,17.9009442,0,Pan,French Cameroons
HTB2001,Posterior,0,12,0,17.9009442,0,Pan,French Cameroons
HTB2001,Premolar,0,8,0,17.9009442,0,Pan,French Cameroons
HTB2026,Anterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB2026,Posterior,0,12,0,19.991222,0,Pan,Ebolwa
HTB2026,Premolar,0,8,0,19.991222,0,Pan,Ebolwa
HTB2027,Anterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB2027,Posterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB2027,Premolar,0,8,0,18.9460831,0,Pan,Ebolwa
HTB2032,Anterior,0,12,0,17.6396595,0,Pan,Ebolwa
HTB2032,Posterior,0,12,0,17.6396595,0,Pan,Ebolwa
HTB2032,Premolar,0,8,0,17.6396595,0,Pan,Ebolwa
HTB2033,Anterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB2033,Posterior,0,12,0,18.9460831,0,Pan,Ebolwa
HTB2033,Premolar,0,8,0,18.9460831,0,Pan,Ebolwa
HTB2034,Anterior,0,12,0,19.4686525,0,Pan,Ebolwa
HTB2034,Posterior,0,12,0,19.4686525,0,Pan,Ebolwa
HTB2034,Premolar,0,8,0,19.4686525,0,Pan,Ebolwa
HTB2747,Anterior,2,12,0.166666666666667,43.6407147,0,Pan,French Cameroons
HTB2747,Posterior,1,12,0.083333333333333,43.6407147,0,Pan,French Cameroons
HTB2747,Premolar,0,8,0,43.6407147,0,Pan,French Cameroons
HTB2748,Anterior,0,12,0,17.3783748,0,Pan,French Cameroons
HTB2748,Posterior,0,12,0,17.3783748,0,Pan,French Cameroons
HTB2748,Premolar,0,8,0,17.3783748,0,Pan,French Cameroons
HTB2751,Anterior,0,12,0,32.5328885,0,Pan,French Cameroons
HTB2751,Posterior,3,10,0.3,32.5328885,0,Pan,French Cameroons
HTB2751,Premolar,0,8,0,32.5328885,0,Pan,French Cameroons
HTB2756,Anterior,0,12,0,19.991222,0,Pan,French Cameroons
HTB2756,Posterior,0,12,0,19.991222,0,Pan,French Cameroons
HTB2756,Premolar,0,8,0,19.991222,0,Pan,French Cameroons
HTB2771,Anterior,0,12,0,16.8558054,0,Pan,French Cameroons
HTB2771,Posterior,0,12,0,16.8558054,0,Pan,French Cameroons
HTB2771,Premolar,0,8,0,16.8558054,0,Pan,French Cameroons
HTB2823,Anterior,0,12,0,28.352333,0,Pan,French Cameroons
HTB2823,Posterior,0,12,0,28.352333,0,Pan,French Cameroons
HTB2823,Premolar,0,8,0,28.352333,0,Pan,French Cameroons
HTB3398,Anterior,0,12,0,18.4235137,0,Pan,West Africa
HTB3398,Posterior,0,12,0,18.4235137,0,Pan,West Africa
HTB3398,Premolar,0,8,0,18.4235137,0,Pan,West Africa
HTB3411,Anterior,0,6,0,32.5328885,0,Pan,West Africa
HTB3411,Posterior,0,6,0,32.5328885,0,Pan,West Africa
HTB3411,Premolar,0,4,0,32.5328885,0,Pan,West Africa
HTB3412,Anterior,0,12,0,15.8106665,0,Pan,West Africa
HTB3412,Posterior,0,12,0,15.8106665,0,Pan,West Africa
HTB3412,Premolar,0,8,0,15.8106665,0,Pan,West Africa
HTB3413,Anterior,0,12,0,17.3783748,0,Pan,West Africa
HTB3413,Posterior,0,12,0,17.3783748,0,Pan,West Africa
HTB3413,Premolar,0,8,0,17.3783748,0,Pan,West Africa
HTB3418,Anterior,0,12,0,24.9556316,0,Pan,West Africa
HTB3418,Posterior,0,12,0,24.9556316,0,Pan,West Africa
HTB3418,Premolar,0,8,0,24.9556316,0,Pan,West Africa
HTB3434,Anterior,0,12,0,15.8106665,0,Pan,West Africa
HTB3434,Posterior,0,12,0,15.8106665,0,Pan,West Africa
HTB3434,Premolar,0,8,0,15.8106665,0,Pan,West Africa
HTB3436,Anterior,0,12,0,31.4877496,0,Pan,West Africa
HTB3436,Posterior,0,12,0,31.4877496,0,Pan,West Africa
HTB3436,Premolar,0,8,0,31.4877496,0,Pan,West Africa
HTB3437,Anterior,0,12,0,14.2429582,0,Pan,West Africa
HTB3437,Posterior,0,12,0,14.2429582,0,Pan,West Africa
HTB3437,Premolar,0,8,0,14.2429582,0,Pan,West Africa
HTB3515,Anterior,0,12,0,14.5622081,0,Papio,East Africa
HTB3515,Posterior,0,12,0,14.5622081,0,Papio,East Africa
HTB3515,Premolar,0,8,0,14.5622081,0,Papio,East Africa
HTB3537,Anterior,0,12,0,17.9009442,0,Pan,West Africa
HTB3537,Posterior,0,12,0,17.9009442,0,Pan,West Africa
HTB3537,Premolar,0,8,0,17.9009442,0,Pan,West Africa
HTB3538,Anterior,0,12,0,19.4686525,0,Pan,West Africa
HTB3538,Posterior,0,12,0,19.4686525,0,Pan,West Africa
HTB3538,Premolar,0,8,0,19.4686525,0,Pan,West Africa
HTB3539,Anterior,0,12,0,17.9009442,0,Pan,West Africa
HTB3539,Posterior,0,9,0,17.9009442,0,Pan,West Africa
HTB3539,Premolar,0,8,0,17.9009442,0,Pan,West Africa
HTB3551,Anterior,1,12,0.083333333333333,19.991222,0,Pan,West Africa
HTB3551,Posterior,0,12,0,19.991222,0,Pan,West Africa
HTB3551,Premolar,0,8,0,19.991222,0,Pan,West Africa
HTB3552,Anterior,0,12,0,21.0363609,0,Pan,West Africa
HTB3552,Posterior,0,12,0,21.0363609,0,Pan,West Africa
HTB3552,Premolar,0,8,0,21.0363609,0,Pan,West Africa
IPHA.1,Anterior,0,9,0,17.6784056,0.75,Homo sapiens,Afalou
IPHA.1,Posterior,0,11,0,17.6784056,0.75,Homo sapiens,Afalou
IPHA.1,Premolar,0,8,0,17.6784056,0.75,Homo sapiens,Afalou
IPHA.10b,Anterior,2,12,0.166666666666667,26.0065524,0.5,Homo sapiens,Afalou
IPHA.10b,Posterior,1,11,0.090909090909091,26.0065524,0.5,Homo sapiens,Afalou
IPHA.10b,Premolar,0,8,0,26.0065524,0.5,Homo sapiens,Afalou
IPHA.12,Anterior,0,12,0,25.9695385,0.75,Homo sapiens,Afalou
IPHA.12,Posterior,3,12,0.25,25.9695385,0.75,Homo sapiens,Afalou
IPHA.12,Premolar,0,8,0,25.9695385,0.75,Homo sapiens,Afalou
IPHA.13,Anterior,2,12,0.166666666666667,25.6734266,0.75,Homo sapiens,Afalou
IPHA.13,Posterior,0,12,0,25.6734266,0.75,Homo sapiens,Afalou
IPHA.13,Premolar,0,8,0,25.6734266,0.75,Homo sapiens,Afalou
IPHA.14,Anterior,5,12,0.416666666666667,22.6752937,0.5,Homo sapiens,Afalou
IPHA.14,Posterior,0,12,0,22.6752937,0.5,Homo sapiens,Afalou
IPHA.14,Premolar,0,8,0,22.6752937,0.5,Homo sapiens,Afalou
IPHA.15,Anterior,2,6,0.333333333333333,26.6357902,0.75,Homo sapiens,Afalou
IPHA.15,Posterior,0,5,0,26.6357902,0.75,Homo sapiens,Afalou
IPHA.15,Premolar,0,2,0,26.6357902,0.75,Homo sapiens,Afalou
IPHA.2,Anterior,3,12,0.25,20.0102867,0.75,Homo sapiens,Afalou
IPHA.2,Posterior,0,12,0,20.0102867,0.75,Homo sapiens,Afalou
IPHA.2,Premolar,0,8,0,20.0102867,0.75,Homo sapiens,Afalou
IPHA.22,Anterior,1,10,0.1,17.3452797,0.25,Homo sapiens,Afalou
IPHA.22,Posterior,0,10,0,17.3452797,0.25,Homo sapiens,Afalou
IPHA.22,Premolar,0,7,0,17.3452797,0.25,Homo sapiens,Afalou
IPHA.25,Anterior,1,6,0.166666666666667,29.3007972,0.75,Homo sapiens,Afalou
IPHA.25,Posterior,3,10,0.3,29.3007972,0.75,Homo sapiens,Afalou
IPHA.25,Premolar,0,8,0,29.3007972,0.75,Homo sapiens,Afalou
IPHA.28,Anterior,1,12,0.083333333333333,27.3390559,0.75,Homo sapiens,Afalou
IPHA.28,Posterior,0,12,0,27.3390559,0.75,Homo sapiens,Afalou
IPHA.28,Premolar,0,8,0,27.3390559,0.75,Homo sapiens,Afalou
IPHA.29,Anterior,2,12,0.166666666666667,18.6777832,0.25,Homo sapiens,Afalou
IPHA.29,Posterior,2,12,0.166666666666667,18.6777832,0.25,Homo sapiens,Afalou
IPHA.29,Premolar,0,8,0,18.6777832,0.25,Homo sapiens,Afalou
IPHA.3,Anterior,0,6,0,27.3390559,0.25,Homo sapiens,Afalou
IPHA.3,Posterior,1,6,0.166666666666667,27.3390559,0.25,Homo sapiens,Afalou
IPHA.3,Premolar,0,4,0,27.3390559,0.25,Homo sapiens,Afalou
IPHA.30,Anterior,2,12,0.166666666666667,21.6759161,0.5,Homo sapiens,Afalou
IPHA.30,Posterior,0,12,0,21.6759161,0.5,Homo sapiens,Afalou
IPHA.30,Premolar,0,8,0,21.6759161,0.5,Homo sapiens,Afalou
IPHA.34,Anterior,2,12,0.166666666666667,21.0096643,0.25,Homo sapiens,Afalou
IPHA.34,Posterior,0,10,0,21.0096643,0.25,Homo sapiens,Afalou
IPHA.34,Premolar,0,8,0,21.0096643,0.25,Homo sapiens,Afalou
IPHA.36,Anterior,9,12,0.75,48.8,0.75,Homo sapiens,Afalou
IPHA.36,Posterior,4,5,0.8,48.8,0.75,Homo sapiens,Afalou
IPHA.36,Premolar,5,7,0.714285714285714,48.8,0.75,Homo sapiens,Afalou
IPHA.45,Anterior,0,6,0,18.0115315,0.5,Homo sapiens,Afalou
IPHA.45,Posterior,0,6,0,18.0115315,0.5,Homo sapiens,Afalou
IPHA.45,Premolar,0,4,0,18.0115315,0.5,Homo sapiens,Afalou
IPHA.46,Anterior,2,12,0.166666666666667,20.0102867,0.5,Homo sapiens,Afalou
IPHA.46,Posterior,1,7,0.142857142857143,20.0102867,0.5,Homo sapiens,Afalou
IPHA.46,Premolar,1,6,0.166666666666667,20.0102867,0.5,Homo sapiens,Afalou
IPHA.47,Anterior,0,9,0,26.6728042,0.75,Homo sapiens,Afalou
IPHA.47,Posterior,0,12,0,26.6728042,0.75,Homo sapiens,Afalou
IPHA.47,Premolar,0,8,0,26.6728042,0.75,Homo sapiens,Afalou
IPHA.48,Anterior,1,11,0.090909090909091,18.3446573,0.75,Homo sapiens,Afalou
IPHA.48,Posterior,1,11,0.090909090909091,18.3446573,0.75,Homo sapiens,Afalou
IPHA.48,Premolar,0,8,0,18.3446573,0.75,Homo sapiens,Afalou
IPHA.49,Anterior,2,12,0.166666666666667,27.3390559,0.75,Homo sapiens,Afalou
IPHA.49,Posterior,0,12,0,27.3390559,0.75,Homo sapiens,Afalou
IPHA.49,Premolar,0,8,0,27.3390559,0.75,Homo sapiens,Afalou
IPHA.5,Anterior,2,12,0.166666666666667,26.0065524,0.75,Homo sapiens,Afalou
IPHA.5,Posterior,1,10,0.1,26.0065524,0.75,Homo sapiens,Afalou
IPHA.5,Premolar,0,8,0,26.0065524,0.75,Homo sapiens,Afalou
IPHA.7,Anterior,1,4,0.25,26.6728042,0.25,Homo sapiens,Afalou
IPHA.7,Posterior,0,9,0,26.6728042,0.25,Homo sapiens,Afalou
IPHA.7,Premolar,0,6,0,26.6728042,0.25,Homo sapiens,Afalou
IPHA.9,Anterior,3,6,0.5,26.6357902,0.75,Homo sapiens,Afalou
IPHA.9,Posterior,0,5,0,26.6357902,0.75,Homo sapiens,Afalou
IPHA.9,Premolar,2,4,0.5,26.6357902,0.75,Homo sapiens,Afalou
MH10285,Anterior,0,12,0,38.2372609,0.75,Homo sapiens,Ona
MH10285,Posterior,0,12,0,38.2372609,0.75,Homo sapiens,Ona
MH10285,Premolar,0,8,0,38.2372609,0.75,Homo sapiens,Ona
MH10289,Anterior,0,12,0,28.0348116,0.75,Homo sapiens,Fuegian
MH10289,Posterior,0,12,0,28.0348116,0.75,Homo sapiens,Fuegian
MH10289,Premolar,0,8,0,28.0348116,0.75,Homo sapiens,Fuegian
MH10291,Anterior,0,12,0,36.6263478,0.75,Homo sapiens,Yaghan
MH10291,Posterior,0,12,0,36.6263478,0.75,Homo sapiens,Yaghan
MH10291,Premolar,0,8,0,36.6263478,0.75,Homo sapiens,Yaghan
MH11150,Anterior,0,6,0,17.1850548,0.25,Homo sapiens,Buriat
MH11150,Posterior,0,6,0,17.1850548,0.25,Homo sapiens,Buriat
MH11150,Premolar,0,4,0,17.1850548,0.25,Homo sapiens,Buriat
MH12316,Anterior,0,12,0,47.0491348,0.75,Homo sapiens,Chucki
MH12316,Posterior,2,12,0.166666666666667,47.0491348,0.75,Homo sapiens,Chucki
MH12316,Premolar,0,8,0,47.0491348,0.75,Homo sapiens,Chucki
MH12317,Anterior,1,12,0.083333333333333,41.1,0.25,Homo sapiens,Chucki
MH12317,Posterior,3,11,0.272727272727273,41.1,0.25,Homo sapiens,Chucki
MH12317,Premolar,0,8,0,41.1,0.25,Homo sapiens,Chucki
MH12318,Anterior,0,6,0,37.551766,0.25,Homo sapiens,Chucki
MH12318,Posterior,0,6,0,37.551766,0.25,Homo sapiens,Chucki
MH12318,Premolar,0,4,0,37.551766,0.25,Homo sapiens,Chucki
MH12319,Anterior,0,6,0,51.7415106,0.5,Homo sapiens,Chucki
MH12319,Posterior,0,6,0,51.7415106,0.5,Homo sapiens,Chucki
MH12319,Premolar,0,4,0,51.7415106,0.5,Homo sapiens,Chucki
MH12320,Anterior,0,12,0,40.7050426,0.75,Homo sapiens,Chucki
MH12320,Posterior,0,12,0,40.7050426,0.75,Homo sapiens,Chucki
MH12320,Premolar,0,8,0,40.7050426,0.75,Homo sapiens,Chucki
MH12321,Anterior,0,6,0,71.2242553,0.75,Homo sapiens,Chucki
MH12321,Posterior,0,6,0,71.2242553,0.75,Homo sapiens,Chucki
MH12321,Premolar,0,4,0,71.2242553,0.75,Homo sapiens,Chucki
MH12322,Anterior,0,6,0,59.6247021,0.75,Homo sapiens,Chucki
MH12322,Posterior,1,6,0.166666666666667,59.6247021,0.75,Homo sapiens,Chucki
MH12322,Premolar,0,4,0,59.6247021,0.75,Homo sapiens,Chucki
MH12323,Anterior,1,6,0.166666666666667,51.9,0.25,Homo sapiens,Chucki
MH12323,Posterior,4,6,0.666666666666667,51.9,0.25,Homo sapiens,Chucki
MH12323,Premolar,0,4,0,51.9,0.25,Homo sapiens,Chucki
MH12324,Anterior,0,11,0,39.1284043,0.5,Homo sapiens,Chucki
MH12324,Posterior,1,12,0.083333333333333,39.1284043,0.5,Homo sapiens,Chucki
MH12324,Premolar,2,8,0.25,39.1284043,0.5,Homo sapiens,Chucki
MH12326,Anterior,1,6,0.166666666666667,50.1648723,0.75,Homo sapiens,Chucki
MH12326,Posterior,5,6,0.833333333333333,50.1648723,0.75,Homo sapiens,Chucki
MH12326,Premolar,0,4,0,50.1648723,0.75,Homo sapiens,Chucki
MH12327,Anterior,0,6,0,28.0919362,0.75,Homo sapiens,Chucki
MH12327,Posterior,0,6,0,28.0919362,0.75,Homo sapiens,Chucki
MH12327,Premolar,0,4,0,28.0919362,0.75,Homo sapiens,Chucki
MH12328,Anterior,0,5,0,35.9751277,0.25,Homo sapiens,Chucki
MH12328,Posterior,0,6,0,35.9751277,0.25,Homo sapiens,Chucki
MH12328,Premolar,0,4,0,35.9751277,0.25,Homo sapiens,Chucki
MH1503,Anterior,1,12,0.083333333333333,15.567015,0.25,Homo sapiens,Tasmanien
MH1503,Posterior,0,12,0,15.567015,0.25,Homo sapiens,Tasmanien
MH1503,Premolar,0,8,0,15.567015,0.25,Homo sapiens,Tasmanien
MH1505,Anterior,0,12,0,25.9830314,0.75,Homo sapiens,Tasmanien
MH1505,Posterior,0,12,0,25.9830314,0.75,Homo sapiens,Tasmanien
MH1505,Premolar,0,8,0,25.9830314,0.75,Homo sapiens,Tasmanien
MH1507,Anterior,4,12,0.333333333333333,27.7190342,0.5,Homo sapiens,Australian aboriginie
MH1507,Posterior,4,12,0.333333333333333,27.7190342,0.5,Homo sapiens,Australian aboriginie
MH1507,Premolar,0,8,0,27.7190342,0.5,Homo sapiens,Australian aboriginie
MH1509,Anterior,0,12,0,19.9070219,0.25,Homo sapiens,Australian aboriginie
MH1509,Posterior,0,12,0,19.9070219,0.25,Homo sapiens,Australian aboriginie
MH1509,Premolar,0,8,0,19.9070219,0.25,Homo sapiens,Australian aboriginie
MH1511,Anterior,1,6,0.166666666666667,21.6430246,0.75,Homo sapiens,Australian aboriginie
MH1511,Posterior,0,6,0,21.6430246,0.75,Homo sapiens,Australian aboriginie
MH1511,Premolar,0,4,0,21.6430246,0.75,Homo sapiens,Australian aboriginie
MH1525,Anterior,0,12,0,42.5600492,0.25,Homo sapiens,Australian aboriginie
MH1525,Posterior,3,11,0.272727272727273,42.5600492,0.25,Homo sapiens,Australian aboriginie
MH1525,Premolar,0,8,0,42.5600492,0.25,Homo sapiens,Australian aboriginie
MH1526,Anterior,0,6,0,39.4,0.5,Homo sapiens,Australian aboriginie
MH1526,Posterior,0,5,0,39.4,0.5,Homo sapiens,Australian aboriginie
MH1526,Premolar,0,4,0,39.4,0.5,Homo sapiens,Australian aboriginie
MH1670,Anterior,0,6,0,24.2408033,0.75,Homo sapiens,Sami
MH1670,Posterior,0,6,0,24.2408033,0.75,Homo sapiens,Sami
MH1670,Premolar,0,4,0,24.2408033,0.75,Homo sapiens,Sami
MH1701,Anterior,0,12,0,27.8851639,0.5,Homo sapiens,Sami
MH1701,Posterior,0,12,0,27.8851639,0.5,Homo sapiens,Sami
MH1701,Premolar,0,8,0,27.8851639,0.5,Homo sapiens,Sami
MH1702,Anterior,2,12,0.166666666666667,46.1069672,0.25,Homo sapiens,Sami
MH1702,Posterior,7,12,0.583333333333333,46.1069672,0.25,Homo sapiens,Sami
MH1702,Premolar,2,8,0.25,46.1069672,0.25,Homo sapiens,Sami
MH17264,Anterior,2,11,0.181818181818182,27.804026,0.25,Homo sapiens,Australian aboriginie
MH17264,Posterior,0,12,0,27.804026,0.25,Homo sapiens,Australian aboriginie
MH17264,Premolar,0,8,0,27.804026,0.25,Homo sapiens,Australian aboriginie
MH1860,Anterior,2,6,0.333333333333333,38.6447049,0.25,Homo sapiens,Sami
MH1860,Posterior,0,6,0,38.6447049,0.25,Homo sapiens,Sami
MH1860,Premolar,0,4,0,38.6447049,0.25,Homo sapiens,Sami
MH1861,Anterior,3,6,0.5,22.418623,0.5,Homo sapiens,Sami
MH1861,Posterior,0,6,0,22.418623,0.5,Homo sapiens,Sami
MH1861,Premolar,0,4,0,22.418623,0.5,Homo sapiens,Sami
MH19776,Anterior,0,12,0,38.5020685,0.5,Homo sapiens,Buriat
MH19776,Posterior,0,12,0,38.5020685,0.5,Homo sapiens,Buriat
MH19776,Premolar,0,8,0,38.5020685,0.5,Homo sapiens,Buriat
MH19777,Anterior,0,6,0,21.2454384,0.25,Homo sapiens,Buriat
MH19777,Posterior,0,6,0,21.2454384,0.25,Homo sapiens,Buriat
MH19777,Premolar,0,4,0,21.2454384,0.25,Homo sapiens,Buriat
MH19782,Anterior,0,6,0,27.3360137,0.25,Homo sapiens,Buriat
MH19782,Posterior,0,6,0,27.3360137,0.25,Homo sapiens,Buriat
MH19782,Premolar,0,4,0,27.3360137,0.25,Homo sapiens,Buriat
MH19784,Anterior,0,12,0,23.5294041,0.25,Homo sapiens,Buriat
MH19784,Posterior,0,13,0,23.5294041,0.25,Homo sapiens,Buriat
MH19784,Premolar,0,8,0,23.5294041,0.25,Homo sapiens,Buriat
MH19826,Anterior,0,6,0,25.3499565,0.25,Homo sapiens,Yaghan
MH19826,Posterior,0,6,0,25.3499565,0.25,Homo sapiens,Yaghan
MH19826,Premolar,0,4,0,25.3499565,0.25,Homo sapiens,Yaghan
MH20325,Anterior,0,12,0,26.8510328,0.75,Homo sapiens,Australian aboriginie
MH20325,Posterior,1,12,0.083333333333333,26.8510328,0.75,Homo sapiens,Australian aboriginie
MH20325,Premolar,0,8,0,26.8510328,0.75,Homo sapiens,Australian aboriginie
MH20326,Anterior,0,6,0,32.059041,0.5,Homo sapiens,Australian aboriginie
MH20326,Posterior,0,6,0,32.059041,0.5,Homo sapiens,Australian aboriginie
MH20326,Premolar,0,4,0,32.059041,0.5,Homo sapiens,Australian aboriginie
MH20912,Anterior,0,6,0,26.4238986,0.5,Homo sapiens,Ona
MH20912,Posterior,0,6,0,26.4238986,0.5,Homo sapiens,Ona
MH20912,Premolar,0,4,0,26.4238986,0.5,Homo sapiens,Ona
MH20913,Anterior,0,6,0,32.8675507,0.75,Homo sapiens,Yaghan
MH20913,Posterior,0,6,0,32.8675507,0.75,Homo sapiens,Yaghan
MH20913,Premolar,0,4,0,32.8675507,0.75,Homo sapiens,Yaghan
MH20914,Anterior,0,6,0,24.2760145,0.25,Homo sapiens,Yaghan
MH20914,Posterior,0,6,0,24.2760145,0.25,Homo sapiens,Yaghan
MH20914,Premolar,0,4,0,24.2760145,0.25,Homo sapiens,Yaghan
MH22277,Anterior,0,6,0,32,0.5,Homo sapiens,Sami
MH22277,Posterior,0,5,0,32,0.5,Homo sapiens,Sami
MH22277,Premolar,0,4,0,32,0.5,Homo sapiens,Sami
MH22278,Anterior,0,6,0,38.8182459,0.5,Homo sapiens,Sami
MH22278,Posterior,0,6,0,38.8182459,0.5,Homo sapiens,Sami
MH22278,Premolar,0,4,0,38.8182459,0.5,Homo sapiens,Sami
MH22280,Anterior,0,6,0,37.603459,0.75,Homo sapiens,Sami
MH22280,Posterior,0,6,0,37.603459,0.75,Homo sapiens,Sami
MH22280,Premolar,0,4,0,37.603459,0.75,Homo sapiens,Sami
MH22281,Anterior,0,6,0,40.6404262,0.25,Homo sapiens,Sami
MH22281,Posterior,0,6,0,40.6404262,0.25,Homo sapiens,Sami
MH22281,Premolar,0,4,0,40.6404262,0.25,Homo sapiens,Sami
MH22282,Anterior,0,6,0,35.1738852,0.25,Homo sapiens,Sami
MH22282,Posterior,0,6,0,35.1738852,0.25,Homo sapiens,Sami
MH22282,Premolar,0,4,0,35.1738852,0.25,Homo sapiens,Sami
MH22283,Anterior,0,6,0,46.1069672,0.25,Homo sapiens,Sami
MH22283,Posterior,0,6,0,46.1069672,0.25,Homo sapiens,Sami
MH22283,Premolar,0,4,0,46.1069672,0.25,Homo sapiens,Sami
MH2283,Anterior,0,6,0,18.9063043,0.25,Homo sapiens,Fuegian
MH2283,Posterior,0,6,0,18.9063043,0.25,Homo sapiens,Fuegian
MH2283,Premolar,0,4,0,18.9063043,0.25,Homo sapiens,Fuegian
MH24592,Anterior,0,9,0,44.680913,0.25,Homo sapiens,Ona
MH24592,Posterior,0,9,0,44.680913,0.25,Homo sapiens,Ona
MH24592,Premolar,0,6,0,44.680913,0.25,Homo sapiens,Ona
MH24893,Anterior,0,4,0,24.0333178,0.25,Homo sapiens,Khoi-San
MH24893,Posterior,1,3,0.333333333333333,24.0333178,0.25,Homo sapiens,Khoi-San
MH24893,Premolar,0,2,0,24.0333178,0.25,Homo sapiens,Khoi-San
MH24894,Anterior,0,6,0,58.6886885,0.75,Homo sapiens,Sami
MH24894,Posterior,0,4,0,58.6886885,0.75,Homo sapiens,Sami
