"Item_Number","Set_Name","Year","Theme","Ages","Pieces","Unique_Pieces","Price","Amazon_Price","Pages","Minifigures","Packaging","Weight","Size","Availability"
75254,"AT-ST Raider",2019,"Star Wars","8+",540,211,49.99,40,120,4,"Box",NA,"Small","Retail"
70675,"Katana 4X4",2019,"NINJAGO","8+",450,185,49.99,40,128,5,"Box",NA,"Small","Retail"
76120,"Batwing and The Riddler Heist",2019,"Batman","7+",489,212,49.99,40,132,4,"Box",NA,"Small","Retail"
31095,"Fairground Carousel",2019,"Creator 3-in-1","8+",595,223,49.99,40,236,3,"Box",NA,"Small","Retail"
41330,"Stephanie's Soccer Practice",2018,"Friends","6-12",119,78,14.99,40.4,48,1,"Box",NA,"Small","Retail"
41332,"Emma's Art Stand",2018,"Friends","6-12",210,107,19.99,40.99,60,1,"Box",320,"Small","Retail"
76138,"Batman and The Joker Escape",2019,"Batman","4+",171,119,39.99,40.99,72,4,"Box",NA,"Small","Retail"
76104,"The Hulkbuster Smash-Up",2018,"Marvel","7-14",375,143,29.99,41,84,4,"Box",490,"Small","Retail"
75262,"Imperial Dropship – 20th Anniversary Edition",2019,"Star Wars","6+",125,57,19.99,41.39,60,3,"Box",NA,"Small","Retail"
10757,"Raptor Rescue Truck",2018,"Juniors","4-7",85,56,24.99,41.88,56,2,"Box",310,"Small","Retail"
10899,"Frozen Ice Castle",2019,"Disney","2+",59,31,49.99,41.99,28,3,"Box",NA,"Small","Retail"
70651,"Throne Room Showdown",2018,"NINJAGO","6-14",221,111,19.99,41.99,68,5,"Box",340,"Small","Retail"
31104,"Monster Burger Truck",2020,"Creator 3-in-1","8+",499,183,49.99,42.79,248,2,"Box",NA,"Small","Retail"
42072,"WHACK!",2018,"Technic","7-14",135,41,19.99,42.99,123,0,"Box",300,"Small","Retail"
60257,"Service Station",2020,"City","5+",354,179,49.99,42.99,193,4,"Box",700,"Small","Retail"
41618,"Anna & Olaf",2018,"BrickHeadz","10+",201,78,14.99,43.72,56,0,"Box",NA,"Small","Retail"
41334,"Andrea's Park Performance",2018,"Friends","6-12",229,126,24.99,43.79,80,3,"Box",NA,"Small","Retail"
41598,"The Flash",2018,"DC","10+",122,47,9.99,43.95,40,0,"Box",NA,"Small","Retail"
75964,"Harry Potter Advent Calendar",2019,"Harry Potter","7+",305,151,39.99,43.99,3,8,"Box",NA,"Small","Retail"
75537,"Darth Maul",2018,"Star Wars","8-14",104,43,29.99,43.99,52,0,"Box",NA,"Small","Retail"
41329,"Olivia's Deluxe Bedroom",2018,"Friends","6-12",163,100,14.99,44.42,60,1,"Box",NA,"Small","Retail"
75215,"Cloud-Rider Swoop Bikes",2018,"Star Wars","8-14",355,148,29.99,44.69,92,3,"Box",370,"Small",NA
75237,"TIE Fighter Attack",2019,"Star Wars","4+",77,50,19.99,44.7,40,2,"Box",260,"Small","Retail"
75551,"Brick-built Minions and their Lair",2020,"Minions","8+",876,180,49.99,44.83,184,3,"Box",NA,"Small","Retail"
75228,"Escape Pod vs. Dewback Microfighters",2019,"Star Wars","6+",177,79,19.99,44.89,64,3,"Box",200,"Small","Retail"
70650,"Destiny's Wing",2018,"NINJAGO","6-14",181,100,19.99,44.92,76,2,"Box",330,"Small","Retail"
10889,"Mickey's Vacation House",2019,"Disney","2+",57,37,49.99,44.99,28,3,"Box",990,"Small","Retail"
10903,"Fire Station",2019,"DUPLO","2+",76,47,49.99,44.99,34,2,NA,1140,"Large",NA
71711,"Jay's Cyber Dragon",2020,"NINJAGO","8+",518,189,49.99,44.99,84,5,"Box",NA,"Small","Retail"
76129,"Hydro-Man Attack",2019,"Marvel","7+",471,170,39.99,44.99,96,4,"Box",NA,"Small","Retail"
42089,"Power Boat",2019,"Technic","8+",174,56,14.99,44.99,98,0,"Box",260,"Small","Retail"
71699,"Thunder Raider",2020,"NINJAGO","8+",576,191,49.99,44.99,148,5,"Box",NA,"Small","Retail"
60244,"Police Helicopter Transport",2020,"City","5+",317,161,49.99,44.99,156,4,"Box",720,"Small","Retail"
70431,"The Lighthouse of Darkness",2020,"Hidden Side","8+",540,240,49.99,44.99,156,5,"Box",NA,"Small","Retail"
75973,"D.Va & Reinhardt",2019,"Overwatch","10+",455,161,39.99,45.17,108,2,"Box",590,"Small","Retail"
21152,"Pirate Ship",2019,"Minecraft","8+",386,143,39.99,45.46,116,3,"Box",750,"Small","Retail"
70837,"Shimmer & Shine Sparkle Spa!",2019,"THE LEGO MOVIE 2","7+",694,209,69.99,45.49,128,8,"Box",NA,"Small","Retail"
31077,"Modular Sweet Surprises",2018,"Creator 3-in-1","8-12",396,187,39.99,45.65,184,3,"Box",720,"Small","Retail"
10753,"The Joker Batcave Attack",2018,"Batman","4-7",151,94,24.99,45.95,76,3,"Box",410,"Small","Retail"
41333,"Olivia's Mission Vehicle",2018,"Friends","6-12",223,106,19.99,45.95,84,1,"Box",320,"Small","Retail"
31080,"Modular Winter Vacation",2018,"Creator 3-in-1","7-12",374,142,34.99,46,200,2,"Box",NA,"Small","Retail"
10877,"Belle's Tea Party",2018,"Disney","2-5",19,16,19.99,46.44,8,1,"Box",270,"Small",NA
70849,"Wyld-Mayhem Star Fighter",2019,"THE LEGO MOVIE 2","8+",405,157,49.99,46.5,132,4,"Box",NA,"Small","Retail"
10764,"City Central Airport",2018,"Juniors","4-7",376,170,49.99,46.5,144,5,"Box",910,"Small","Retail"
10893,"Spider-Man vs. Electro",2019,"Marvel","2+",29,22,19.99,46.75,10,2,"Box",410,"Small","Retail"
75245,"Star Wars Advent Calendar",2019,"Star Wars","6+",280,177,39.99,46.76,2,9,"Box",NA,"Small","Retail"
41349,"Drifting Diner",2018,"Friends","6-12",345,182,29.99,46.9,92,2,"Box",540,"Small","Retail"
10879,"Gentle Giants Petting Zoo",2018,"Jurassic World","2-5",24,19,19.99,46.95,13,1,"Box",370,"Small","Retail"
21043,"San Francisco",2019,"Architecture","12+",565,163,49.99,46.99,128,0,"Box",NA,"Small","Retail"
41160,"Ariel's Castle",2019,"Disney","4+",115,74,24.99,47,56,1,NA,310,"Small",NA
70423,"Paranormal Intercept Bus 3000",2019,"Hidden Side","8+",689,272,59.99,47.23,136,5,"Box",NA,"Small","Retail"
75887,"Porsche 919 Hybrid",2018,"Speed Champions","7-14",163,75,14.99,47.95,60,1,"Box",NA,"Small","Retail"
10881,"Mickey's Boat",2018,"Disney","2-5",28,25,29.99,47.99,24,2,"Box",580,"Small","Retail"
75935,"Baryonyx Face-Off: The Treasure Hunt",2019,"Jurassic World","7+",434,211,59.99,47.99,96,4,"Box",NA,"Small","Retail"
76144,"Avengers Hulk Helicopter Rescue",2019,"Marvel","8+",482,187,59.99,47.99,100,4,"Box",NA,"Small","Retail"
76125,"Iron Man Hall of Armour",2019,"Marvel","7+",524,156,59.99,47.99,104,5,"Box",NA,"Small","Retail"
75947,"Hagrid's Hut: Buckbeak's Rescue",2019,"Harry Potter","8+",496,208,59.99,47.99,120,6,"Box",NA,"Small","Retail"
41380,"Lighthouse Rescue Centre",2019,"Friends","6+",602,273,59.99,47.99,180,2,"Box",NA,"Small","Retail"
31096,"Twin-Rotor Helicopter",2019,"Creator 3-in-1","9+",569,200,59.99,47.99,228,1,"Box",NA,"Small","Retail"
75241,"Action Battle Echo Base Defence",2019,"Star Wars","8+",504,192,59.99,48,112,5,"Box",NA,"Small","Retail"
41379,"Heartlake City Restaurant",2019,"Friends","6+",624,201,59.99,48,140,3,"Box",NA,"Small","Retail"
60227,"Lunar Space Station",2019,"City","6+",412,171,59.99,48,172,5,"Box",900,"Small","Retail"
41344,"Andrea's Accessories Store",2018,"Friends","6-12",294,128,29.99,48.11,84,2,"Box",510,"Small","Retail"
75937,"Triceratops Rampage",2019,"Jurassic World","7+",447,200,59.99,48.49,112,4,"Box",NA,"Small","Retail"
41394,"Heartlake City Hospital",2020,"Friends","6+",379,154,49.99,48.53,132,3,"Box",NA,"Small","Retail"
76102,"Thor's Weapon Quest",2018,"Marvel","6-12",223,112,19.99,48.71,84,3,"Box",330,"Small","Retail"
75193,"Millennium Falcon Microfighter",2018,"Star Wars","6-12",92,48,9.99,48.9,44,1,"Box",110,"Small","Retail"
41619,"Darth Vader",2018,"Star Wars","10+",104,41,9.99,48.98,40,0,"Box",NA,"Small","Retail"
72001,"Lance's Hover Jouster",2018,NA,"7-14",217,85,19.99,48.98,52,3,"Box",NA,NA,"Retail - limited"
10880,"T. rex Tower",2018,"Jurassic World","2-5",22,18,29.99,48.99,14,1,"Box",610,"Small","Retail"
75200,"Ahch-To Island Training",2018,"Star Wars","7-12",241,129,29.99,48.99,84,2,"Box",390,"Small","Retail"
76114,"Spider-Man's Spider Crawler ",2019,"Marvel","7+",418,132,39.99,48.99,84,4,"Box",500,"Small","Retail"
75210,"Moloch's Landspeeder",2018,"Star Wars","8-12",464,163,39.99,48.99,144,2,"Box",650,"Small","Retail"
10760,"Underminer's Bank Heist",2018,"Juniors","4-7",149,99,24.99,49.75,64,3,"Box",NA,"Small","Retail"
41346,"Friendship Box",2018,"Friends","6-12",563,198,49.99,49.79,172,0,"Box",980,"Small","Retail"
21044,"Paris",2019,"Architecture","12+",649,114,49.99,49.84,112,0,"Box",NA,"Small","Retail"
41342,"Emma's Deluxe Bedroom",2018,"Friends","6-12",183,105,14.99,49.92,68,1,"Box",NA,"Small","Retail"
41157,"Rapunzel's Travelling Caravan",2018,"Disney","6-12",323,171,39.99,49.95,108,2,"Box",540,"Small","Retail"
43180,"Belle's Castle Winter Celebration",2020,"Disney","4+",238,146,49.99,49.95,108,6,"Box",NA,"Small","Retail"
76159,"Joker's Trike Chase",2020,"Batman","7+",440,181,49.99,49.95,108,4,"Box",NA,"Small","Retail"
10763,"Stephanie's Lakeside House",2018,"Friends","4-7",215,142,34.99,49.95,112,3,"Box",NA,"Small","Retail"
75940,"Gallimimus and Pteranodon Breakout",2020,"Jurassic World","7+",391,170,49.99,49.95,112,3,"Box",NA,"Small","Retail"
70667,"Kai's Blade Cycle & Zane's Snowmobile",2019,"NINJAGO","8+",376,189,29.99,49.95,128,4,"Box",510,"Small","Retail"
76899,"Lamborghini Urus ST-X & Huracán Super Trofeo EVO ",2020,"Speed Champions","8+",663,202,49.99,49.95,144,2,"Box",NA,"Small","Retail"
41428,"Beach House",2020,"Friends","6+",444,216,49.99,49.95,160,2,"Box",NA,"Small","Retail"
71362,"Guarded Fortress",2020,"LEGO Super Mario","8+",468,192,49.99,49.95,NA,3,"Box",NA,"Small","Retail"
10914,"Deluxe Brick Box",2020,"DUPLO","1½+",85,58,49.99,49.99,28,0,"Tub",NA,"Large","Retail"
21047,"Las Vegas",2018,"Architecture","12+",501,123,39.99,49.99,108,0,"Box",NA,"Small","Retail"
42106,"Stunt Show Truck & Bike",2020,"Technic","8+",610,109,49.99,49.99,120,0,"Box",NA,"Small","Retail"
42093,"Chevrolet Corvette ZR1",2019,"Technic","9+",579,105,49.99,49.99,233,0,"Box",790,"Small","Retail"
75927,"Stygimoloch Breakout",2018,"Jurassic World","6-12",222,91,29.99,51.99,84,2,"Box",460,"Small","Retail"
10404,"Ocean's Bottom",2018,"Classic","5-99",579,218,29.99,52.47,57,2,"Box",NA,"Small","Retail"
60245,"Police Monster Truck Heist",2020,"City","5+",362,198,59.99,52.74,200,5,"Box",850,"Small","Retail"
75229,"Death Star Escape",2019,"Star Wars","7+",329,110,29.99,53.75,84,4,"Box",440,"Small","Retail"
41335,"Mia's Tree House",2018,"Friends","6-12",351,151,29.99,53.88,120,2,"Box",610,"Small","Retail"
41368,"Andrea's Talent Show",2019,"Friends","7+",492,184,49.99,53.94,124,2,NA,720,"Small",NA
10874,"Steam Train",2018,"DUPLO","2-5",59,38,59.99,53.99,48,2,"Box",1500,"Large","Retail"
75277,"Boba Fett",2020,"Star Wars","18+",625,172,59.99,53.99,116,0,"Box",NA,"Small",NA
60217,"Fire Plane",2019,"City","6+",363,151,59.99,53.99,156,3,"Box",760,"Small","Retail - limited"
75888,"Porsche 911 RSR and 911 Turbo 3.0",2018,"Speed Champions","7-14",391,166,29.99,54.2,120,3,"Box",560,"Small","Retail"
41622,"Peter Venkman & Slimer",2018,"BrickHeadz","10+",228,90,19.99,54.75,77,0,"Box",NA,"Small","Retail"
60223,"Harvester Transport",2019,"City","5+",358,166,29.99,54.8,148,3,"Box",650,"Small","Retail"
75276,"Stormtrooper",2020,"Star Wars","18+",647,155,59.99,54.99,124,0,"Box",NA,"Small",NA
75249,"Resistance Y-wing Starfighter",2019,"Star Wars","8+",578,177,69.99,55.99,76,5,"Box",NA,"Small","Retail"
76130,"Stark Jet and the Drone Attack",2019,"Spider-Man","8+",504,176,69.99,55.99,96,4,"Box",NA,"Small","Retail"
75953,"Hogwarts Whomping Willow",2018,"Harry Potter","8-14",753,253,69.99,55.99,148,6,"Box",1100,"Small","Retail"
75240,"Major Vonreg's TIE Fighter",2019,"Star Wars","8+",496,151,69.99,56,92,4,"Box",NA,"Small","Retail"
60215,"Fire Station",2019,"City","5+",509,210,69.99,56,184,4,"Box",1170,"Small","Retail"
10864,"Large Playground Brick Box",2018,"DUPLO","2-5",71,49,49.99,56.69,32,2,"Plastic box",1410,"Large",NA
21051,"Tokyo",2020,"Architecture","16+",547,146,59.99,56.78,96,0,"Box",NA,"Small","Retail - limited"
75278,"D-O",2020,"Star Wars","10+",519,149,69.99,57.09,72,1,"Box",NA,"Small",NA
21052,"Dubai",2020,"Architecture","16+",740,127,59.99,57.44,112,0,"Box",NA,"Small","Retail - limited"
41365,"Emma's Art Studio",2019,"Friends","6+",235,122,24.99,57.59,60,2,"Box",420,"Small","Retail"
21316,"The Flintstones",2019,"Ideas","10+",748,242,59.99,57.86,180,4,"Box",1040,"Small","Retail - limited"
76097,"Lex Luthor Mech Takedown",2018,"DC","7-14",406,159,39.99,57.99,84,5,"Box",NA,"Small","Retail"
70828,"Pop-Up Party Bus",2019,"THE LEGO MOVIE 2","9+",1024,294,79.99,57.99,172,4,"Box",1390,"Small","Retail"
21160,"The Illager Raid",2020,"Minecraft","8+",562,187,59.99,58.16,96,5,"Box",NA,"Small","Retail"
41352,"The Big Race Day",2018,"Friends","7-12",648,252,59.99,59.3,144,3,"Box",990,"Small","Retail"
41191,"Naida & The Water Turtle Ambush",2018,NA,"7-12",205,103,19.99,59.95,56,2,"Box",NA,NA,"Retail"
76152,"Avengers Wrath of Loki",2020,"Marvel","4+",223,137,59.99,59.95,124,5,"Box",NA,"Small","Retail"
60261,"Central Airport",2020,"City","4+",286,168,59.99,59.95,169,6,"Box",820,"Small","Retail"
10761,"The Great Home Escape",2018,"Juniors","4-7",178,123,29.99,59.98,76,4,"Box",NA,"Small","Retail"
21039,"Shanghai",2018,"Architecture","12+",597,144,59.99,59.98,160,0,"Box",660,"Small","Retail"
10906,"Tropical Island",2019,"DUPLO","2+",73,44,59.99,59.99,40,3,"Box",NA,"Large","Retail"
10929,"Modular Playhouse",2020,"DUPLO","2+",129,56,59.99,59.99,84,3,"Box",NA,"Large","Retail"
76165,"Iron Man",2020,"Marvel","18+",480,123,59.99,59.99,132,0,"Box",NA,"Small","Retail"
70436,"Phantom Fire Truck 3000",2020,"Hidden Side","9+",760,263,59.99,59.99,148,6,"Box",NA,"Small","Retail"
21319,"Central Perk",2019,"Ideas","16+",1070,366,59.99,59.99,156,7,"Box",1350,"Small","Retail - limited"
21320,"Dinosaur Fossils",2019,"Ideas","16+",910,201,59.99,59.99,169,2,"Box",NA,"Small","Retail - limited"
76117,"Batman Mech vs. Poison Ivy Mech ",2019,"Batman","7+",375,173,39.99,61.94,92,4,"Box",550,"Small","Retail"
31085,"Mobile Stunt Show",2018,"Creator 3-in-1","8-12",581,212,49.99,61.99,224,2,"Box",NA,"Small","Retail"
21138,"The Melon Farm",2018,"Minecraft","6-14",69,47,14.99,62.75,44,3,"Box",NA,"Small","Retail"
41369,"Mia's House",2019,"Friends","6+",715,274,69.99,62.99,192,3,NA,1120,"Small",NA
41616,"Hermione Granger",2018,"BrickHeadz","10+",127,50,9.99,63.49,40,0,"Box",NA,"Small","Retail"
75952,"Newt's Case of Magical Creatures",2018,NA,"8-14",694,241,49.99,63.49,132,4,"Box",850,NA,"Retail"
70639,"Street Race of Snake Jaguar",2018,"NINJAGO","7-14",308,130,29.99,63.93,112,2,"Box",440,"Small","Retail"
75216,"Snoke's Throne Room",2018,"Star Wars","8-14",492,166,69.99,63.95,104,4,"Box",820,"Small","Retail"
75955,"Hogwarts Express",2018,"Harry Potter","8-14",801,261,79.99,63.99,124,6,"Box",1370,"Small","Retail"
43172,"Elsa's Ice Palace",2019,"LEGO Frozen 2","6+",701,234,79.99,63.99,180,4,NA,NA,"Small",NA
41167,"Arendelle Castle",2019,"LEGO Frozen 2","5+",521,231,79.99,63.99,192,3,"Box",NA,"Small","Retail"
75208,"Yoda's Hut",2018,"Star Wars","7-12",229,139,29.99,64.75,72,3,"Box",380,"Small","Retail - limited"
60172,"Dirt Road Pursuit",2018,"City","5-12",297,140,39.99,64.75,116,3,"Box",600,"Small","Retail"
70829,"Emmet and Lucy's Escape Buggy!",2019,"THE LEGO MOVIE 2","8+",550,199,49.99,64.95,124,4,"Box",780,"Small","Retail"
31083,"Cruising Adventures",2018,"Creator 3-in-1","9-14",597,246,59.99,64.97,216,3,"Box",1190,"Small","Retail"
76100,"Royal Talon Fighter Attack",2018,"Marvel","7-14",358,119,29.99,64.99,100,4,"Box",NA,"Small","Retail"
60182,"Pickup & Caravan",2018,"City","5-12",344,188,29.99,65.99,140,3,"Box",650,"Small","Retail"
60193,"Arctic Air Transport",2018,"City","6-12",277,113,39.99,66.4,112,2,"Box",590,"Small","Retail"
75974,"Bastion",2019,"Overwatch","10+",602,168,49.99,66.95,116,0,"Box",770,"Small","Retail"
41161,"Aladdin's and Jasmine's Palace Adventures",2019,"Disney","5+",193,114,29.99,67.22,76,2,NA,380,"Small",NA
21142,"The Polar Igloo",2018,"Minecraft","8+",278,95,29.99,67.39,84,2,"Box",560,"Small","Retail"
75975,"Watchpoint: Gibraltar",2019,"Overwatch","9+",730,287,89.99,67.76,192,4,"Box",1390,"Small","Retail"
41455,"Unikingdom Creative Brick Box",2018,"Unikitty!","5-12",433,220,39.99,67.95,172,17,"Box",1030,"Small","Retail"
75928,"Blue's Helicopter Pursuit",2018,"Jurassic World","7-12",397,177,39.99,67.97,112,3,"Box",630,"Small","Retail"
41338,"Stephanie's Sports Arena",2018,"Friends","6-12",460,188,44.99,68.7,108,2,"Box",760,"Small","Retail"
72005,"Aaron's X-bow",2018,NA,"8-14",569,185,49.99,68.87,152,4,"Box",NA,NA,"Retail"
42107,"Ducati Panigale V4 R",2020,"Technic","10+",646,128,69.99,69.95,128,0,"Box",NA,"Small","Retail"
60183,"Heavy Cargo Transport",2018,"City","5-12",310,161,29.99,69.95,128,2,"Box",590,"Small","Retail"
41429,"Heartlake City Airplane",2020,"Friends","7+",574,238,69.99,69.95,164,0,"Box",NA,"Small","Retail"
75968,"4 Privet Drive",2020,"Harry Potter","8+",797,255,69.99,69.95,184,6,"Box",NA,"Small","Retail"
41395,"Friendship Bus",2020,"Friends","8+",778,286,69.99,69.95,236,3,"Box",NA,"Small","Retail"
31108,"Caravan Family Holiday",2020,"Creator 3-in-1","9+",766,328,69.99,69.95,276,3,"Box",1370,"Small","Retail"
72002,"Twinfector",2018,NA,"7-14",191,73,19.99,69.99,44,3,"Box",NA,NA,"Retail"
60202,"People Pack - Outdoor Adventures",2018,"City","5-12",164,128,39.99,69.99,64,15,"Box",290,"Small","Retail"
41610,"Tactical Batman & Superman",2018,"BrickHeadz","10+",209,72,19.99,69.99,69,0,"Box",NA,"Small",NA
60186,"Mining Heavy Driller",2018,"City","5-12",294,139,49.99,69.99,124,3,"Box",780,"Small","Retail"
21321,"International Space Station",2020,"Ideas","16+",864,186,69.99,69.99,128,0,"Box",NA,"Small","Retail - limited"
75284,"Knights of Ren Transport Ship",2020,"Star Wars","9+",595,182,69.99,69.99,136,3,"Box",NA,"Small","Retail"
21161,"The Crafting Box 3.0",2020,"Minecraft","8+",564,128,69.99,69.99,180,4,"Box",NA,"Small","Retail"
21143,"The Nether Portal",2018,"Minecraft","8+",470,146,39.99,70.09,112,3,"Box",700,"Small","Retail"
10758,"T. Rex Breakout",2018,"Juniors","4-7",150,98,49.99,70.78,76,3,"Box",670,"Small","Retail"
71712,"Empire Temple of Madness",2020,"NINJAGO","9+",810,267,79.99,71.99,160,6,"Box",NA,"Small","Retail"
70676,"Lloyd's Titan Mech",2019,"NINJAGO","9+",876,230,79.99,71.99,164,6,"Box",NA,"Small","Retail"
70670,"Monastery of Spinjitzu",2019,"NINJAGO","9+",1070,359,79.99,71.99,188,8,"Box",1520,"Small","Retail"
75205,"Mos Eisley Cantina",2018,"Star Wars","8-14",376,140,39.99,72.47,80,4,"Box",NA,"Small","Retail - limited"
70640,"S.O.G. Headquarters",2018,"NINJAGO","8-14",530,246,39.99,72.98,96,5,"Box",NA,"Small","Retail"
75201,"First Order AT-ST",2018,"Star Wars","8-14",370,157,39.99,73.99,80,4,"Box",NA,"Small","Retail"
31097,"Townhouse Pet Shop & Café",2019,"Creator 3-in-1","9+",969,289,79.99,73.99,356,3,"Box",1700,"Small","Retail"
60194,"Arctic Scout Truck",2018,"City","7-12",322,148,59.99,74.49,100,3,"Box",720,"Small","Retail"
10876,"Spider-Man & Hulk Adventures",2018,"DUPLO","2-5",38,29,29.99,74.5,20,3,"Box",540,"Large",NA
75199,"General Grievous' Combat Speeder",2018,"Star Wars","7-12",157,76,29.99,74.9,60,2,"Box",300,"Small","Retail"
31079,"Sunshine Surfer Van",2018,"Creator 3-in-1","8-12",379,160,34.99,74.94,184,2,"Box",600,"Small","Retail"
21139,"The Nether Fight",2018,"Minecraft","6-14",84,48,14.99,74.99,40,3,"Box",NA,"Small","Retail"
42074,"Racing Yacht",2018,"Technic","8-14",330,83,39.99,75.99,156,0,NA,610,"Small",NA
21045,"Trafalgar Square",2019,"Architecture","12+",1197,205,79.99,76.3,192,0,"Box",NA,"Small","Retail - limited"
70679,"The Ultra Dragon",2019,"NINJAGO","9+",951,262,84.99,76.49,160,6,"Box",1220,"Small","Retail - limited"
41623,"Ariel & Ursula",2018,"BrickHeadz","10+",361,121,19.99,77.42,121,0,"Box",NA,"Small","Retail"
75534,"Darth Vader",2018,"Star Wars","9-14",168,61,39.99,77.97,56,0,"Box",NA,"Small","Retail"
70921,"Harley Quinn Cannonball Attack",2018,NA,"7-14",425,200,49.99,78.94,132,4,"Box",NA,NA,"Retail"
21314,"TRON: Legacy",2018,"Ideas","10+",230,73,34.99,78.95,68,3,"Box",NA,"Small","Retail - limited"
75261,"Clone Scout Walker – 20th Anniversary Edition",2019,"Star Wars","6+",250,109,29.99,79.5,80,5,"Box",NA,"Small","Retail"
75286,"General Grievous's Starfighter",2020,"Star Wars","9+",487,139,79.99,79.95,96,0,"Box",NA,"Small","Retail"
75272,"Sith TIE Fighter",2020,"Star Wars","9+",470,127,79.99,79.95,104,3,"Box",NA,"Small","Retail"
76151,"Venomosaurus Ambush",2020,"Marvel","8+",640,242,79.99,79.95,148,5,"Box",NA,"Small","Retail"
21155,"The Creeper Mine",2019,"Minecraft","8+",834,206,79.99,79.95,164,4,"Box",NA,"Small","Retail"
60265,"Ocean Exploration Base",2020,"City","6+",497,180,79.99,79.95,165,5,"Box",NA,"Small","Retail"
41424,"Jungle Rescue Base",2020,"Friends","8+",648,251,79.99,79.95,176,3,"Box",NA,"Small","Retail"
76126,"Avengers Ultimate Quinjet",2019,"Marvel","8+",840,252,79.99,79.99,160,5,"Box",NA,"Small","Retail"
76131,"Avengers Compound Battle",2019,"Marvel","8+",699,292,99.99,79.99,168,7,"Box",NA,"Small","Retail"
41433,"Party Boat",2020,"Friends","7+",640,270,79.99,79.99,184,3,"Box",NA,"Small","Retail"
42095,"Remote-Controlled Stunt Racer",2019,"Technic","9+",324,78,99.99,80.99,72,0,"Box",790,"Small","Retail"
41381,"Rescue Mission Boat",2019,"Friends","7+",908,376,89.99,80.99,216,4,"Box",NA,"Small","Retail"
60233,"Donut Shop Opening",2019,"City","6+",790,368,89.99,80.99,320,10,"Box",1400,"Small","Retail"
21041,"Great Wall of China",2018,"Architecture","12+",551,81,49.99,82.59,112,0,"Box",810,"Small","Retail - limited"
41153,"Ariel's Royal Celebration Boat",2018,"Disney","6-12",380,156,49.99,82.75,108,2,"Box",650,"Small","Retail"
60173,"Mountain Arrest",2018,"City","5-12",303,168,59.99,82.99,136,4,"Box",760,"Small","Retail"
31081,"Modular Skate House",2018,"Creator 3-in-1","8-12",422,169,39.99,83.49,196,2,"Box",810,"Small","Retail"
41615,"Harry Potter & Hedwig",2018,"BrickHeadz","10+",180,73,14.99,83.85,60,0,"Box",NA,"Small","Retail"
10868,"Farm Pony Stable",2018,"DUPLO","2-5",59,31,29.99,83.94,25,2,"Box",NA,"Large",NA
42075,"First Responder",2018,"Technic","9-16",513,106,49.99,84.75,212,0,"Box",860,"Small",NA
60210,"Air Base",2019,"City","6+",529,270,89.99,84.96,260,6,"Box",1220,"Small","Retail"
72003,"Berserker Bomber",2018,NA,"8-14",369,145,29.99,85,84,3,"Box",NA,NA,"Retail"
41336,"Emma's Art Café",2018,"Friends","6-12",378,166,32.99,85.49,112,2,"Box",600,"Small","Retail"
70831,"Emmet's Dream House/Rescue Rocket!",2019,"THE LEGO MOVIE 2","8+",706,197,69.99,86.89,260,4,"Box",1140,"Small","Retail"
60209,"Diamond Heist",2019,"City","6+",400,191,59.99,86.95,160,4,"Box",800,"Small","Retail"
75234,"AT-AP Walker",2019,"Star Wars","9+",689,214,59.99,87.99,140,4,"Box",980,"Small","Retail"
21315,"Pop-Up Book",2018,"Ideas","12+",859,211,69.99,88.95,164,5,"Box",NA,"Small","Retail"
75259,"Snowspeeder – 20th Anniversary Edition",2019,"Star Wars","7+",309,159,39.99,89,116,4,"Box",NA,"Small","Retail"
41597,"Go Brick Me",2018,"BrickHeadz","10+",708,160,29.99,89.74,84,0,"Box",NA,"Small","Retail"
75273,"Poe Dameron's X-wing Fighter",2020,"Star Wars","9+",761,219,89.99,89.95,124,4,"Box",NA,"Small","Retail"
75938,"T. rex vs Dino-Mech Battle",2019,"Jurassic World","8+",716,254,89.99,89.95,176,4,"Box",NA,"Small","Retail"
75948,"Hogwarts Clock Tower",2019,"Harry Potter","9+",922,276,89.99,89.95,176,8,"Box",NA,"Small","Retail"
10405,"Mission to Mars",2018,"Classic","5-99",871,330,59.99,89.99,81,3,"Plastic box",NA,"Small","Retail"
76166,"Avengers Tower Battle",2020,"Marvel","8+",685,250,89.99,89.99,136,7,"Box",NA,"Small","Retail"
76160,"Mobile Bat Base",2020,"DC","8+",743,275,89.99,89.99,140,6,"Box",NA,"Small","Retail"
10271,"Fiat 500",2020,"Creator Expert","16+",960,269,89.99,89.99,144,0,"Box",1110,"Small","Retail - limited"
21317,"Steamboat Willie",2019,"Ideas","10+",751,202,89.99,89.99,176,2,"Box",NA,"Small","Retail - limited"
75255,"Yoda",2019,"Star Wars","10+",1771,235,99.99,89.99,224,1,"Box",NA,"Small","Retail"
70678,"Castle of the Forsaken Emperor",2019,"NINJAGO","9+",1218,361,99.99,89.99,248,7,"Box",NA,"Small","Retail"
60228,"Deep Space Rocket and Launch Control",2019,"City","7+",837,308,99.99,89.99,304,7,"Box",1830,"Small","Retail"
60216,"Downtown Fire Brigade",2019,"City","6+",943,400,99.99,89.99,414,7,"Box",1840,"Small","Retail"
76107,"Thanos: Ultimate Battle",2018,"Marvel","8-14",674,190,69.99,92.84,116,4,"Box",1020,"Small","Retail"
